date,store_id,region,product_category,marketing_spend,price_index,unemployment_rate,promotions,sales
2023-07-04,1,North,Grocery,180.83,97.94,11.81,0,424.61
2023-07-04,2,West,Grocery,79.55,96.31,11.64,0,265.43
2023-07-04,3,South,Electronics,144.74,96.86,11.85,0,344.52
2023-07-04,4,North,Sports,87.07,95.19,12.66,0,258.31
2023-07-04,5,North,Sports,137.54,99.79,12.23,0,343.18
2023-07-04,6,North,Home,258.03,98.03,12.41,0,387.92
2023-07-04,7,South,Grocery,87.37,97.14,11.96,0,266.87
2023-07-04,8,West,Grocery,50.76,97.94,12.41,0,303.34
2023-07-04,9,North,Apparel,159.81,98.55,12.04,0,303.43
2023-07-04,10,West,Sports,149.68,98.88,12.22,0,289.6
2023-07-04,11,East,Grocery,142.59,96.36,11.71,0,323.21
2023-07-04,12,West,Sports,157.33,95.21,12.17,0,298.58
2023-07-05,1,East,Sports,81.16,98.23,12.63,0,194.14
2023-07-05,2,East,Home,162.98,96.34,12.2,0,336.38
2023-07-05,3,South,Home,160.44,96.66,11.52,0,338.79
2023-07-05,4,West,Apparel,226.83,97.99,11.94,0,363.93
2023-07-05,5,East,Sports,98.67,96.41,11.89,0,257.36
2023-07-05,6,West,Grocery,142.0,97.75,11.54,0,338.01
2023-07-05,7,East,Sports,208.41,98.41,11.92,0,355.16
2023-07-05,8,East,Home,161.09,97.49,11.88,0,325.84
2023-07-05,9,South,Electronics,127.94,97.37,11.84,0,309.36
2023-07-05,10,South,Home,57.16,96.79,11.87,0,217.6
2023-07-05,11,South,Electronics,232.77,95.83,11.9,0,392.34
2023-07-05,12,South,Sports,191.38,96.91,12.88,0,297.11
2023-07-06,1,West,Grocery,311.19,97.91,12.26,0,453.25
2023-07-06,2,North,Apparel,100.88,101.95,12.18,0,276.16
2023-07-06,3,West,Electronics,162.1,98.63,11.97,0,426.41
2023-07-06,4,North,Apparel,131.61,96.98,12.12,0,359.91
2023-07-06,5,West,Sports,179.43,100.0,12.13,0,347.04
2023-07-06,6,West,Electronics,345.76,98.34,11.96,0,493.36
2023-07-06,7,North,Grocery,33.51,98.14,11.68,1,265.8
2023-07-06,8,South,Grocery,179.54,95.35,12.0,0,369.25
2023-07-06,9,North,Sports,148.51,96.05,12.57,0,319.91
2023-07-06,10,North,Home,210.68,96.96,12.12,0,368.54
2023-07-06,11,West,Sports,187.76,99.92,12.1,0,395.22
2023-07-06,12,East,Sports,303.37,95.45,12.07,0,399.52
2023-07-07,1,North,Apparel,174.26,99.92,12.19,0,339.87
2023-07-07,2,West,Home,129.18,97.42,11.96,0,320.37
2023-07-07,3,North,Apparel,206.28,95.07,11.83,0,332.6
2023-07-07,4,East,Apparel,60.89,98.03,12.08,0,263.44
2023-07-07,5,North,Sports,203.95,97.73,12.5,0,385.86
2023-07-07,6,South,Sports,29.97,97.29,12.12,0,232.77
2023-07-07,7,South,Electronics,132.62,97.55,11.9,0,272.1
2023-07-07,8,East,Apparel,70.04,96.71,11.62,0,206.49
2023-07-07,9,North,Apparel,207.11,98.91,12.04,0,281.92
2023-07-07,10,North,Grocery,139.07,98.8,12.48,1,384.79
2023-07-07,11,West,Grocery,151.09,95.33,12.15,0,367.75
2023-07-07,12,West,Home,71.33,97.18,11.99,0,292.34
2023-07-08,1,South,Sports,250.95,98.99,12.59,0,430.59
2023-07-08,2,North,Electronics,74.3,100.56,11.98,0,303.92
2023-07-08,3,North,Sports,486.16,98.91,11.61,0,530.62
2023-07-08,4,East,Sports,208.94,97.48,11.87,0,360.54
2023-07-08,5,East,Grocery,75.57,100.79,12.05,1,325.65
2023-07-08,6,East,Apparel,60.52,96.9,11.66,1,306.24
2023-07-08,7,South,Home,310.38,99.54,12.55,0,444.47
2023-07-08,8,West,Sports,329.35,98.47,11.78,1,543.46
2023-07-08,9,North,Grocery,164.77,97.98,12.06,0,358.52
2023-07-08,10,South,Home,24.49,97.37,11.73,0,219.46
2023-07-08,11,North,Sports,146.49,98.92,11.81,1,364.19
2023-07-08,12,North,Sports,102.22,98.96,11.71,1,332.24
2023-07-09,1,East,Grocery,386.32,96.99,11.52,0,553.05
2023-07-09,2,North,Sports,40.01,99.91,12.36,0,260.11
2023-07-09,3,East,Sports,103.25,94.87,11.86,0,324.52
2023-07-09,4,East,Home,195.14,98.59,12.53,0,375.93
2023-07-09,5,West,Sports,348.46,96.42,12.37,0,502.57
2023-07-09,6,West,Apparel,194.43,95.3,11.58,0,381.33
2023-07-09,7,East,Home,164.11,99.56,11.88,0,331.02
2023-07-09,8,West,Sports,99.76,96.6,11.86,0,308.08
2023-07-09,9,North,Home,206.35,97.23,11.71,0,427.31
2023-07-09,10,North,Grocery,68.44,95.82,11.51,0,306.87
2023-07-09,11,North,Home,90.33,94.78,11.78,0,264.41
2023-07-09,12,South,Apparel,379.7,96.74,12.28,1,522.57
2023-07-10,1,East,Home,144.98,97.94,12.4,0,334.8
2023-07-10,2,East,Sports,180.62,97.61,12.18,0,269.79
2023-07-10,3,North,Grocery,240.22,98.77,11.33,0,430.57
2023-07-10,4,South,Grocery,88.86,97.76,12.01,1,345.9
2023-07-10,5,North,Home,170.75,96.54,11.88,0,375.4
2023-07-10,6,East,Electronics,132.96,98.99,12.48,0,307.09
2023-07-10,7,South,Home,111.76,97.35,11.85,0,322.11
2023-07-10,8,East,Grocery,155.09,95.68,12.19,0,415.29
2023-07-10,9,South,Sports,138.19,98.03,11.65,0,328.28
2023-07-10,10,East,Apparel,100.32,95.87,11.9,0,223.56
2023-07-10,11,South,Home,200.65,97.44,12.03,0,365.78
2023-07-10,12,South,Apparel,65.69,94.16,11.92,0,236.07
2023-07-11,1,South,Grocery,253.11,97.49,12.39,0,436.69
2023-07-11,2,South,Apparel,298.69,96.2,12.38,0,382.51
2023-07-11,3,South,Apparel,101.22,100.48,12.07,0,211.25
2023-07-11,4,East,Apparel,411.24,99.04,11.7,0,479.43
2023-07-11,5,North,Electronics,87.2,99.14,12.31,0,269.81
2023-07-11,6,North,Home,61.74,98.22,11.74,0,289.48
2023-07-11,7,North,Sports,137.03,99.22,12.24,0,296.11
2023-07-11,8,North,Home,169.58,98.29,11.74,0,341.26
2023-07-11,9,East,Sports,104.53,96.14,12.24,0,220.65
2023-07-11,10,East,Home,209.47,96.81,12.14,0,341.11
2023-07-11,11,East,Home,51.45,99.36,11.84,0,177.79
2023-07-11,12,South,Sports,82.4,97.52,12.16,1,277.11
2023-07-12,1,East,Home,82.73,97.28,11.73,0,252.15
2023-07-12,2,South,Sports,109.34,99.12,11.7,0,218.97
2023-07-12,3,South,Electronics,127.69,94.89,12.32,0,389.0
2023-07-12,4,West,Home,91.84,97.7,12.32,0,294.81
2023-07-12,5,North,Sports,194.04,98.27,11.83,0,415.53
2023-07-12,6,East,Home,361.37,100.29,11.81,0,440.17
2023-07-12,7,South,Home,263.87,100.11,11.71,0,440.37
2023-07-12,8,North,Sports,63.67,97.43,11.87,0,308.82
2023-07-12,9,West,Grocery,218.67,96.15,11.99,0,381.46
2023-07-12,10,North,Electronics,131.91,97.27,12.13,0,392.98
2023-07-12,11,South,Home,172.73,97.6,12.5,0,325.9
2023-07-12,12,North,Grocery,247.58,96.01,11.84,0,412.3
2023-07-13,1,East,Sports,185.78,98.55,12.14,0,391.63
2023-07-13,2,East,Apparel,164.47,99.03,12.16,0,299.55
2023-07-13,3,East,Apparel,182.4,97.31,11.87,0,339.53
2023-07-13,4,East,Home,271.78,96.82,12.05,0,457.92
2023-07-13,5,East,Grocery,297.65,99.84,11.8,0,517.05
2023-07-13,6,South,Home,169.88,95.36,11.53,0,329.17
2023-07-13,7,West,Apparel,49.93,98.73,11.9,1,277.34
2023-07-13,8,West,Grocery,292.17,97.99,11.99,0,497.95
2023-07-13,9,East,Home,355.44,97.41,11.79,0,467.38
2023-07-13,10,East,Home,94.9,97.46,12.39,0,273.3
2023-07-13,11,South,Sports,265.8,96.76,12.24,0,375.72
2023-07-13,12,South,Sports,199.97,97.5,11.72,0,326.36
2023-07-14,1,South,Electronics,217.13,97.28,12.84,0,410.22
2023-07-14,2,East,Apparel,115.24,98.15,11.63,0,288.06
2023-07-14,3,West,Home,236.35,97.88,12.31,0,350.06
2023-07-14,4,South,Apparel,76.05,100.33,11.96,0,224.69
2023-07-14,5,South,Home,176.45,98.45,11.9,0,343.32
2023-07-14,6,North,Apparel,221.22,94.94,12.55,0,361.11
2023-07-14,7,West,Home,116.17,98.26,12.38,0,340.49
2023-07-14,8,South,Sports,115.94,97.85,12.47,0,283.77
2023-07-14,9,East,Home,126.87,101.16,11.98,0,232.22
2023-07-14,10,East,Grocery,98.3,96.35,11.44,0,277.7
2023-07-14,11,North,Home,301.65,98.43,12.74,0,476.04
2023-07-14,12,North,Apparel,231.49,95.52,12.0,0,397.29
2023-07-15,1,North,Apparel,192.33,99.39,12.02,1,385.39
2023-07-15,2,East,Home,191.17,95.24,12.06,0,342.27
2023-07-15,3,North,Home,223.47,99.33,12.59,0,372.59
2023-07-15,4,East,Grocery,276.39,97.25,11.78,1,489.39
2023-07-15,5,East,Grocery,189.72,95.53,12.04,0,323.03
2023-07-15,6,East,Grocery,216.66,99.8,12.09,0,408.95
2023-07-15,7,North,Home,43.33,98.88,11.95,0,263.47
2023-07-15,8,North,Grocery,90.45,94.48,10.78,0,267.97
2023-07-15,9,South,Sports,328.76,95.15,12.03,0,457.46
2023-07-15,10,South,Grocery,106.67,96.87,12.03,0,317.11
2023-07-15,11,East,Grocery,227.35,98.31,11.98,1,463.25
2023-07-15,12,West,Home,150.45,97.75,12.18,0,342.74
2023-07-16,1,North,Home,161.19,97.55,12.01,0,311.37
2023-07-16,2,East,Home,191.68,95.33,12.01,0,318.16
2023-07-16,3,South,Apparel,141.6,97.62,12.66,0,315.05
2023-07-16,4,East,Home,313.66,97.89,12.08,0,414.66
2023-07-16,5,West,Electronics,234.89,98.59,12.3,0,460.57
2023-07-16,6,North,Apparel,95.6,95.25,12.01,1,309.73
2023-07-16,7,East,Apparel,132.63,98.74,11.67,0,253.69
2023-07-16,8,East,Grocery,357.74,95.46,11.71,0,481.4
2023-07-16,9,East,Grocery,250.33,97.93,12.02,0,448.98
2023-07-16,10,West,Grocery,165.89,96.22,12.01,0,318.21
2023-07-16,11,West,Grocery,236.88,99.77,12.13,0,420.63
2023-07-16,12,West,Home,112.03,96.37,11.93,0,304.81
2023-07-17,1,South,Apparel,260.0,99.4,12.17,0,367.04
2023-07-17,2,North,Apparel,103.49,96.77,12.41,1,279.16
2023-07-17,3,South,Grocery,117.9,97.24,12.14,0,302.18
2023-07-17,4,North,Apparel,159.17,96.63,12.09,0,308.17
2023-07-17,5,South,Home,91.96,98.2,11.84,0,306.65
2023-07-17,6,North,Electronics,120.54,96.38,12.15,0,378.28
2023-07-17,7,North,Home,146.22,95.63,12.17,0,311.02
2023-07-17,8,North,Electronics,132.99,94.12,12.11,0,349.45
2023-07-17,9,West,Sports,179.33,97.6,11.63,0,343.42
2023-07-17,10,North,Electronics,306.04,98.34,12.3,0,502.71
2023-07-17,11,East,Sports,61.15,97.81,11.44,0,226.65
2023-07-17,12,South,Electronics,193.72,97.75,11.62,0,398.13
2023-07-18,1,West,Grocery,185.26,96.41,12.12,0,378.76
2023-07-18,2,South,Apparel,87.47,96.03,12.76,0,190.67
2023-07-18,3,East,Home,64.48,95.99,12.38,0,276.05
2023-07-18,4,South,Apparel,212.79,98.99,12.29,0,330.81
2023-07-18,5,South,Electronics,43.08,95.92,12.11,0,261.55
2023-07-18,6,North,Grocery,95.51,97.89,12.08,0,283.19
2023-07-18,7,East,Home,90.55,95.91,12.25,0,253.82
2023-07-18,8,West,Sports,75.99,99.25,11.41,0,242.2
2023-07-18,9,East,Sports,292.43,97.41,12.09,0,496.44
2023-07-18,10,West,Apparel,226.61,96.13,12.53,0,427.83
2023-07-18,11,South,Sports,83.45,97.62,12.0,0,226.41
2023-07-18,12,West,Sports,231.86,97.42,12.21,0,396.79
2023-07-19,1,West,Sports,183.26,99.48,11.88,0,375.98
2023-07-19,2,East,Grocery,62.3,99.01,11.83,0,248.69
2023-07-19,3,West,Sports,191.53,97.8,11.77,0,363.35
2023-07-19,4,South,Electronics,313.83,98.03,12.06,1,474.6
2023-07-19,5,West,Grocery,183.78,96.6,12.23,1,425.79
2023-07-19,6,East,Home,100.7,98.64,12.11,0,302.83
2023-07-19,7,East,Apparel,170.78,97.2,12.07,0,323.2
2023-07-19,8,East,Electronics,228.38,99.53,12.08,0,434.19
2023-07-19,9,North,Sports,141.31,96.79,11.73,0,284.83
2023-07-19,10,South,Grocery,201.46,96.75,11.66,0,370.95
2023-07-19,11,East,Home,293.05,96.94,12.17,0,388.28
2023-07-19,12,North,Home,360.72,98.35,12.29,1,572.35
2023-07-20,1,West,Grocery,350.5,99.31,12.36,0,537.35
2023-07-20,2,North,Home,90.06,96.95,12.02,0,274.37
2023-07-20,3,East,Sports,112.3,99.17,12.46,0,297.79
2023-07-20,4,South,Electronics,409.41,98.65,12.0,1,601.17
2023-07-20,5,East,Apparel,120.35,98.64,11.83,0,318.92
2023-07-20,6,West,Sports,220.44,98.26,11.83,0,441.21
2023-07-20,7,West,Home,109.84,96.51,11.84,0,284.87
2023-07-20,8,South,Apparel,114.9,94.37,11.74,0,253.44
2023-07-20,9,West,Home,169.34,97.28,11.82,0,396.07
2023-07-20,10,South,Grocery,165.09,96.11,12.51,0,327.0
2023-07-20,11,North,Home,114.73,98.14,12.07,0,278.14
2023-07-20,12,South,Sports,61.55,99.35,12.24,0,223.6
2023-07-21,1,East,Grocery,304.32,97.97,12.05,0,429.13
2023-07-21,2,East,Home,249.23,98.69,11.66,0,410.42
2023-07-21,3,South,Electronics,166.27,96.27,12.01,0,306.29
2023-07-21,4,South,Apparel,192.69,95.67,12.23,0,263.17
2023-07-21,5,East,Electronics,215.97,98.61,12.42,0,382.76
2023-07-21,6,West,Sports,200.4,94.82,11.92,0,281.34
2023-07-21,7,West,Grocery,36.79,98.06,12.13,0,184.08
2023-07-21,8,West,Apparel,137.07,96.9,11.62,0,252.48
2023-07-21,9,East,Electronics,162.27,94.43,12.23,0,333.89
2023-07-21,10,South,Electronics,301.27,97.15,12.05,0,489.81
2023-07-21,11,North,Apparel,175.06,97.8,11.88,0,368.29
2023-07-21,12,North,Grocery,202.24,96.73,12.19,0,334.88
2023-07-22,1,East,Apparel,181.83,99.8,12.0,0,369.86
2023-07-22,2,West,Electronics,159.46,98.8,12.0,0,363.98
2023-07-22,3,South,Electronics,62.62,98.05,12.28,0,240.05
2023-07-22,4,South,Electronics,277.56,99.14,11.89,0,390.31
2023-07-22,5,West,Apparel,404.89,96.68,12.08,0,503.67
2023-07-22,6,East,Home,103.16,98.15,11.54,0,252.08
2023-07-22,7,East,Home,232.0,99.23,12.01,0,375.35
2023-07-22,8,East,Home,89.87,98.44,11.66,0,290.21
2023-07-22,9,North,Grocery,150.85,94.17,12.24,0,315.75
2023-07-22,10,North,Apparel,179.26,95.21,12.18,0,365.54
2023-07-22,11,North,Grocery,120.78,98.61,11.87,1,412.72
2023-07-22,12,West,Electronics,360.2,95.53,12.23,0,563.44
2023-07-23,1,West,Apparel,170.24,94.7,11.51,0,322.94
2023-07-23,2,South,Grocery,137.79,96.61,12.02,0,335.4
2023-07-23,3,West,Electronics,476.45,98.41,11.83,1,668.33
2023-07-23,4,North,Apparel,160.47,97.42,12.11,1,347.81
2023-07-23,5,West,Home,142.26,97.64,11.24,0,309.89
2023-07-23,6,South,Electronics,254.54,97.35,12.19,0,430.45
2023-07-23,7,South,Home,147.21,97.13,11.39,0,304.81
2023-07-23,8,North,Sports,105.69,97.64,12.2,0,276.09
2023-07-23,9,South,Home,163.97,96.55,12.17,0,273.43
2023-07-23,10,West,Grocery,492.3,96.38,12.38,0,607.17
2023-07-23,11,East,Apparel,36.21,96.7,11.99,1,240.97
2023-07-23,12,North,Sports,112.55,98.16,12.1,0,299.12
2023-07-24,1,North,Grocery,129.04,98.62,12.36,1,378.91
2023-07-24,2,West,Grocery,169.9,94.9,11.86,1,498.72
2023-07-24,3,South,Grocery,102.11,96.12,12.06,0,260.6
2023-07-24,4,North,Apparel,384.54,97.58,11.78,0,483.1
2023-07-24,5,North,Apparel,200.36,97.76,12.22,0,342.21
2023-07-24,6,West,Grocery,400.96,99.46,11.89,0,561.95
2023-07-24,7,North,Apparel,205.95,97.91,12.67,0,347.94
2023-07-24,8,East,Sports,248.44,97.39,12.09,0,312.86
2023-07-24,9,North,Home,172.79,97.53,12.27,0,358.04
2023-07-24,10,South,Electronics,173.05,99.21,11.93,0,327.89
2023-07-24,11,North,Sports,148.07,97.89,12.14,1,329.72
2023-07-24,12,West,Sports,293.36,99.81,12.07,0,419.14
2023-07-25,1,South,Grocery,228.45,97.94,12.01,0,385.93
2023-07-25,2,North,Apparel,316.34,97.19,12.0,0,485.87
2023-07-25,3,South,Home,187.05,96.73,12.25,0,292.37
2023-07-25,4,North,Sports,306.34,95.48,11.81,0,457.5
2023-07-25,5,East,Electronics,227.14,98.94,11.79,0,441.93
2023-07-25,6,North,Grocery,162.1,95.9,11.79,0,345.24
2023-07-25,7,South,Sports,65.29,94.36,12.39,0,205.16
2023-07-25,8,North,Apparel,98.65,99.63,12.18,0,259.41
2023-07-25,9,West,Apparel,168.28,96.9,12.0,0,331.95
2023-07-25,10,East,Sports,234.49,100.53,12.11,0,382.44
2023-07-25,11,East,Home,416.08,96.62,11.9,0,523.0
2023-07-25,12,South,Electronics,298.59,97.43,11.36,0,465.64
2023-07-26,1,West,Grocery,178.47,96.9,12.12,0,326.64
2023-07-26,2,South,Grocery,217.36,96.15,11.99,0,399.14
2023-07-26,3,North,Home,98.22,98.02,12.44,0,365.56
2023-07-26,4,West,Sports,113.22,98.02,12.55,0,308.06
2023-07-26,5,East,Sports,68.0,98.74,12.22,0,263.0
2023-07-26,6,West,Apparel,197.99,97.62,12.14,0,369.58
2023-07-26,7,South,Sports,91.35,95.98,11.83,0,240.56
2023-07-26,8,East,Grocery,183.34,97.0,12.09,0,367.18
2023-07-26,9,West,Grocery,297.73,96.65,12.19,0,479.98
2023-07-26,10,South,Electronics,94.03,95.51,11.66,0,270.08
2023-07-26,11,South,Home,136.73,98.43,12.15,1,354.3
2023-07-26,12,East,Grocery,142.35,97.18,11.88,0,394.22
2023-07-27,1,East,Home,153.4,95.5,12.55,0,292.23
2023-07-27,2,North,Sports,77.17,95.92,11.87,0,281.68
2023-07-27,3,West,Apparel,135.14,96.13,12.19,0,245.13
2023-07-27,4,North,Sports,133.36,96.34,11.72,0,304.93
2023-07-27,5,East,Sports,273.44,98.25,11.65,0,408.74
2023-07-27,6,South,Grocery,286.44,96.92,11.84,0,452.23
2023-07-27,7,North,Sports,295.05,96.34,11.44,0,479.25
2023-07-27,8,West,Apparel,103.36,96.06,11.6,0,291.92
2023-07-27,9,West,Sports,153.98,98.92,12.14,0,327.09
2023-07-27,10,South,Sports,416.4,95.99,11.57,0,499.76
2023-07-27,11,East,Grocery,90.97,96.13,12.21,0,236.83
2023-07-27,12,West,Grocery,434.42,96.74,12.19,0,559.86
2023-07-28,1,North,Electronics,107.44,100.25,11.72,0,342.75
2023-07-28,2,North,Electronics,305.09,95.6,11.24,0,453.6
2023-07-28,3,South,Apparel,152.22,96.56,12.21,0,296.78
2023-07-28,4,North,Apparel,153.94,97.85,11.94,0,251.69
2023-07-28,5,North,Home,260.18,96.86,11.74,1,453.78
2023-07-28,6,South,Electronics,366.16,98.2,12.2,0,509.23
2023-07-28,7,North,Sports,103.07,96.8,12.04,0,214.31
2023-07-28,8,West,Home,210.41,99.9,11.98,0,322.23
2023-07-28,9,East,Electronics,248.37,96.58,11.68,0,442.15
2023-07-28,10,East,Apparel,185.7,94.53,11.8,0,358.28
2023-07-28,11,North,Electronics,174.25,98.35,11.79,0,385.68
2023-07-28,12,South,Home,31.89,98.02,12.24,0,197.15
2023-07-29,1,North,Home,259.97,97.43,12.55,0,354.6
2023-07-29,2,North,Grocery,255.07,97.78,11.83,0,384.27
2023-07-29,3,West,Grocery,238.19,96.98,12.03,0,438.66
2023-07-29,4,North,Sports,322.05,96.62,11.96,1,476.51
2023-07-29,5,East,Sports,189.22,99.95,12.19,0,362.52
2023-07-29,6,North,Electronics,83.07,99.69,11.43,0,342.66
2023-07-29,7,East,Electronics,357.32,94.68,12.26,0,489.5
2023-07-29,8,South,Sports,162.01,96.59,11.76,1,376.89
2023-07-29,9,North,Electronics,51.31,96.12,12.14,0,291.06
2023-07-29,10,South,Sports,92.65,97.16,11.83,0,250.25
2023-07-29,11,West,Apparel,77.36,97.77,11.92,0,209.27
2023-07-29,12,South,Sports,90.18,97.31,12.18,0,218.89
2023-07-30,1,South,Sports,310.78,97.27,12.52,0,428.11
2023-07-30,2,South,Sports,264.15,98.88,12.15,0,412.01
2023-07-30,3,West,Electronics,405.64,97.15,11.74,1,595.94
2023-07-30,4,East,Home,85.61,97.96,11.76,1,322.85
2023-07-30,5,West,Electronics,288.52,97.6,11.99,0,456.41
2023-07-30,6,South,Apparel,251.02,98.01,12.17,0,374.71
2023-07-30,7,West,Sports,498.78,97.72,12.23,1,625.27
2023-07-30,8,East,Apparel,415.6,97.02,12.17,1,603.76
2023-07-30,9,West,Grocery,121.15,97.38,12.27,0,336.89
2023-07-30,10,East,Sports,211.77,96.93,11.79,0,360.75
2023-07-30,11,East,Grocery,162.35,98.92,11.75,1,383.26
2023-07-30,12,West,Home,359.72,98.27,12.36,1,584.27
2023-07-31,1,East,Sports,60.93,99.64,11.65,0,261.84
2023-07-31,2,South,Sports,215.43,97.89,11.35,0,313.55
2023-07-31,3,South,Home,99.22,97.08,11.69,0,264.4
2023-07-31,4,East,Grocery,347.17,101.12,11.68,0,488.3
2023-07-31,5,West,Home,318.49,95.33,11.77,0,410.79
2023-07-31,6,West,Electronics,98.37,97.52,11.51,0,329.95
2023-07-31,7,North,Grocery,238.28,97.28,12.07,1,466.5
2023-07-31,8,North,Sports,213.22,99.58,12.17,1,373.35
2023-07-31,9,South,Grocery,358.12,97.11,11.42,0,439.03
2023-07-31,10,North,Grocery,300.12,96.43,11.91,0,469.42
2023-07-31,11,South,Apparel,74.88,95.89,11.91,0,218.06
2023-07-31,12,East,Electronics,94.17,99.29,12.37,0,323.46
2023-08-01,1,East,Sports,70.37,95.3,12.76,0,218.55
2023-08-01,2,South,Electronics,238.42,94.63,12.49,0,423.23
2023-08-01,3,North,Home,102.25,98.46,11.84,0,287.0
2023-08-01,4,East,Apparel,182.5,96.0,12.18,0,328.2
2023-08-01,5,South,Grocery,67.89,97.46,12.05,0,222.02
2023-08-01,6,East,Sports,282.22,93.99,12.38,0,360.57
2023-08-01,7,South,Apparel,207.72,96.84,12.54,0,322.35
2023-08-01,8,East,Grocery,135.87,95.27,12.37,0,367.44
2023-08-01,9,North,Sports,88.94,94.79,12.78,0,279.47
2023-08-01,10,West,Sports,106.52,95.88,11.97,0,324.73
2023-08-01,11,South,Electronics,164.17,96.04,12.77,0,341.31
2023-08-01,12,East,Home,98.69,96.73,12.71,0,282.71
2023-08-02,1,South,Home,168.12,94.82,12.17,0,306.55
2023-08-02,2,North,Sports,48.6,97.38,12.16,0,208.33
2023-08-02,3,East,Electronics,154.11,94.32,12.08,0,334.56
2023-08-02,4,West,Electronics,113.88,98.67,12.56,0,312.14
2023-08-02,5,North,Grocery,51.93,94.53,12.27,0,279.61
2023-08-02,6,East,Home,158.52,98.87,11.95,0,324.73
2023-08-02,7,West,Electronics,259.95,96.53,11.98,0,467.41
2023-08-02,8,South,Sports,139.8,94.36,12.07,1,326.49
2023-08-02,9,North,Home,131.39,95.89,11.61,0,278.14
2023-08-02,10,North,Grocery,181.94,97.15,12.47,0,400.2
2023-08-02,11,North,Grocery,154.52,95.48,12.27,0,404.98
2023-08-02,12,South,Grocery,45.26,95.4,12.22,0,266.6
2023-08-03,1,South,Apparel,88.46,96.41,12.56,0,251.46
2023-08-03,2,North,Home,88.37,94.05,12.57,0,288.75
2023-08-03,3,West,Sports,82.26,92.74,12.1,0,225.81
2023-08-03,4,North,Apparel,100.04,99.15,12.26,0,301.75
2023-08-03,5,West,Grocery,212.07,96.75,11.98,0,367.55
2023-08-03,6,West,Apparel,156.94,94.79,11.88,0,312.52
2023-08-03,7,South,Grocery,92.12,95.25,11.91,0,232.72
2023-08-03,8,North,Home,268.87,97.08,12.77,0,438.45
2023-08-03,9,North,Sports,146.76,96.5,12.29,0,351.3
2023-08-03,10,West,Grocery,222.24,97.04,11.95,0,399.66
2023-08-03,11,North,Home,58.36,93.77,12.33,0,245.68
2023-08-03,12,West,Apparel,251.9,93.35,12.23,0,392.16
2023-08-04,1,South,Home,90.61,95.88,11.94,0,271.3
2023-08-04,2,South,Home,50.8,97.64,12.48,0,242.12
2023-08-04,3,West,Sports,267.29,93.25,12.13,0,454.04
2023-08-04,4,South,Sports,95.97,96.33,11.85,0,238.05
2023-08-04,5,South,Apparel,159.52,93.89,12.08,0,270.25
2023-08-04,6,North,Grocery,138.86,90.68,12.39,0,366.62
2023-08-04,7,West,Grocery,250.79,94.96,12.17,0,401.47
2023-08-04,8,North,Electronics,256.23,95.76,12.51,0,434.78
2023-08-04,9,West,Home,53.26,96.34,11.69,1,339.95
2023-08-04,10,East,Grocery,169.95,96.43,11.85,0,336.18
2023-08-04,11,South,Grocery,125.33,97.94,12.26,0,257.98
2023-08-04,12,East,Sports,232.27,95.73,12.37,0,339.46
2023-08-05,1,North,Grocery,114.84,97.97,12.33,0,350.46
2023-08-05,2,South,Grocery,147.6,94.46,12.53,1,358.51
2023-08-05,3,West,Sports,127.56,97.37,11.83,0,279.53
2023-08-05,4,South,Home,144.97,94.87,12.22,1,344.31
2023-08-05,5,North,Apparel,111.98,94.79,12.16,0,270.09
2023-08-05,6,South,Grocery,45.45,94.89,11.88,1,281.15
2023-08-05,7,South,Electronics,265.5,94.29,12.25,0,442.11
2023-08-05,8,North,Electronics,291.93,93.94,12.59,0,462.56
2023-08-05,9,South,Sports,13.26,98.84,12.76,1,242.58
2023-08-05,10,South,Grocery,220.38,97.48,11.96,1,407.45
2023-08-05,11,North,Grocery,242.57,96.87,11.89,0,409.03
2023-08-05,12,North,Grocery,199.98,94.66,12.57,0,408.34
2023-08-06,1,West,Home,130.03,94.47,12.05,0,319.75
2023-08-06,2,North,Grocery,110.15,96.53,12.6,0,325.32
2023-08-06,3,South,Sports,125.66,94.76,12.45,1,335.0
2023-08-06,4,South,Apparel,87.23,97.12,11.97,0,231.72
2023-08-06,5,East,Sports,273.62,93.5,12.49,0,398.87
2023-08-06,6,West,Sports,64.49,98.15,12.21,1,366.18
2023-08-06,7,South,Electronics,75.82,94.82,11.95,0,334.32
2023-08-06,8,West,Sports,144.64,95.24,12.37,0,316.84
2023-08-06,9,North,Grocery,247.97,97.16,12.88,0,435.9
2023-08-06,10,South,Electronics,195.73,96.22,12.23,0,410.02
2023-08-06,11,East,Apparel,158.79,97.59,11.9,0,294.3
2023-08-06,12,East,Electronics,79.31,94.42,12.46,0,306.47
2023-08-07,1,West,Electronics,183.0,96.62,12.21,0,407.71
2023-08-07,2,North,Home,152.14,94.1,12.22,1,373.43
2023-08-07,3,East,Grocery,249.73,95.45,12.41,1,453.84
2023-08-07,4,North,Electronics,234.21,96.61,12.48,0,463.18
2023-08-07,5,East,Home,97.59,96.32,12.47,0,200.98
2023-08-07,6,South,Home,156.52,98.65,12.56,0,290.12
2023-08-07,7,North,Grocery,219.85,94.37,12.12,0,418.02
2023-08-07,8,West,Sports,134.59,94.93,12.64,0,296.79
2023-08-07,9,North,Apparel,160.07,95.04,12.21,0,298.55
2023-08-07,10,South,Sports,199.74,95.94,12.22,0,356.78
2023-08-07,11,West,Sports,129.16,96.78,12.61,1,305.69
